pincode,district,state
533244,Konaseema,Andhra Pradesh
533247,Konaseema,Andhra Pradesh
533248,East Godavari,Andhra Pradesh
533248,Konaseema,Andhra Pradesh
533249,Konaseema,Andhra Pradesh
533250,Konaseema,Andhra Pradesh
533251,Konaseema,Andhra Pradesh
533252,Konaseema,Andhra Pradesh
533253,East Godavari,Andhra Pradesh
533254,Konaseema,Andhra Pradesh
533255,Konaseema,Andhra Pradesh
533256,East Godavari,Andhra Pradesh
533256,Konaseema,Andhra Pradesh
533260,Kakinada,Andhra Pradesh
533261,East Godavari,Andhra Pradesh
533261,Konaseema,Andhra Pradesh
533262,Kakinada,Andhra Pradesh
533262,Konaseema,Andhra Pradesh
533263,Kakinada,Andhra Pradesh
533263,Konaseema,Andhra Pradesh
533264,East Godavari,Andhra Pradesh
533274,Konaseema,Andhra Pradesh
533284,Alluri Sitharama Raju,Andhra Pradesh
533285,Alluri Sitharama Raju,Andhra Pradesh
533285,East Godavari,Andhra Pradesh
533286,Alluri Sitharama Raju,Andhra Pradesh
533286,East Godavari,Andhra Pradesh
533287,East Godavari,Andhra Pradesh
533288,Alluri Sitharama Raju,Andhra Pradesh
533288,East Godavari,Andhra Pradesh
533289,East Godavari,Andhra Pradesh
533290,East Godavari,Andhra Pradesh
533291,East Godavari,Andhra Pradesh
533292,East Godavari,Andhra Pradesh
533293,East Godavari,Andhra Pradesh
533294,East Godavari,Andhra Pradesh
533295,Alluri Sitharama Raju,Andhra Pradesh
533296,East Godavari,Andhra Pradesh
533297,East Godavari,Andhra Pradesh
533297,Kakinada,Andhra Pradesh
533305,Konaseema,Andhra Pradesh
533306,Konaseema,Andhra Pradesh
533307,Konaseema,Andhra Pradesh
533308,Konaseema,Andhra Pradesh
533309,Konaseema,Andhra Pradesh
533339,East Godavari,Andhra Pradesh
533340,Konaseema,Andhra Pradesh
533341,East Godavari,Andhra Pradesh
533341,Konaseema,Andhra Pradesh
533342,East Godavari,Andhra Pradesh
533343,East Godavari,Andhra Pradesh
533344,Kakinada,Andhra Pradesh
533345,East Godavari,Andhra Pradesh
533345,Konaseema,Andhra Pradesh
533346,East Godavari,Andhra Pradesh
533346,Konaseema,Andhra Pradesh
533347,Alluri Sitharama Raju,Andhra Pradesh
533347,East Godavari,Andhra Pradesh
533348,Alluri Sitharama Raju,Andhra Pradesh
533349,Alluri Sitharama Raju,Andhra Pradesh
533350,Alluri Sitharama Raju,Andhra Pradesh
533351,Alluri Sitharama Raju,Andhra Pradesh
533352,East Godavari,Andhra Pradesh
533353,East Godavari,Andhra Pradesh
533354,Alluri Sitharama Raju,Andhra Pradesh
533354,East Godavari,Andhra Pradesh
533355,East Godavari,Andhra Pradesh
533401,Anakapalli,Andhra Pradesh
533401,East Godavari,Andhra Pradesh
533401,Kakinada,Andhra Pradesh
533406,Kakinada,Andhra Pradesh
533407,Kakinada,Andhra Pradesh
533408,East Godavari,Andhra Pradesh
533408,Kakinada,Andhra Pradesh
533428,Alluri Sitharama Raju,Andhra Pradesh
533428,Kakinada,Andhra Pradesh
533429,Alluri Sitharama Raju,Andhra Pradesh
533429,Kakinada,Andhra Pradesh
533430,East Godavari,Andhra Pradesh
533430,Kakinada,Andhra Pradesh
533431,Kakinada,Andhra Pradesh
533432,Kakinada,Andhra Pradesh
533433,Kakinada,Andhra Pradesh
533434,Kakinada,Andhra Pradesh
533435,Kakinada,Andhra Pradesh
533436,Alluri Sitharama Raju,Andhra Pradesh
533437,East Godavari,Andhra Pradesh
533437,Kakinada,Andhra Pradesh
533440,East Godavari,Andhra Pradesh
533440,Kakinada,Andhra Pradesh
533444,Kakinada,Andhra Pradesh
533445,Kakinada,Andhra Pradesh
533446,Kakinada,Andhra Pradesh
533447,Kakinada,Andhra Pradesh
533448,Kakinada,Andhra Pradesh
533449,Kakinada,Andhra Pradesh
533450,East Godavari,Andhra Pradesh
533450,Kakinada,Andhra Pradesh
533451,East Godavari,Andhra Pradesh
533451,Kakinada,Andhra Pradesh
533460,Kakinada,Andhra Pradesh
533461,Kakinada,Andhra Pradesh
533462,Kakinada,Andhra Pradesh
533463,Kakinada,Andhra Pradesh
533464,East Godavari,Andhra Pradesh
533464,Kakinada,Andhra Pradesh
533464,Konaseema,Andhra Pradesh
533464,Yanam,Puducherry
533468,Kakinada,Andhra Pradesh
533483,Alluri Sitharama Raju,Andhra Pradesh
533577,Konaseema,Andhra Pradesh
534001,Eluru,Andhra Pradesh
534002,Eluru,Andhra Pradesh
534003,Eluru,Andhra Pradesh
534004,Eluru,Andhra Pradesh
534005,Eluru,Andhra Pradesh
534005,West Godavari,Andhra Pradesh
534006,Eluru,Andhra Pradesh
534007,Eluru,Andhra Pradesh
534008,Eluru,Andhra Pradesh
534101,West Godavari,Andhra Pradesh
534102,West Godavari,Andhra Pradesh
534111,West Godavari,Andhra Pradesh
534112,West Godavari,Andhra Pradesh
534122,West Godavari,Andhra Pradesh
534123,West Godavari,Andhra Pradesh
534124,West Godavari,Andhra Pradesh
534126,West Godavari,Andhra Pradesh
534134,Eluru,Andhra Pradesh
534134,West Godavari,Andhra Pradesh
534145,West Godavari,Andhra Pradesh
534146,West Godavari,Andhra Pradesh
534156,West Godavari,Andhra Pradesh
534165,West Godavari,Andhra Pradesh
534166,West Godavari,Andhra Pradesh
534176,West Godavari,Andhra Pradesh
534186,Eluru,Andhra Pradesh
534186,West Godavari,Andhra Pradesh
534195,Eluru,Andhra Pradesh
534196,West Godavari,Andhra Pradesh
534197,Eluru,Andhra Pradesh
534198,Eluru,Andhra Pradesh
534198,West Godavari,Andhra Pradesh
534199,West Godavari,Andhra Pradesh
534201,West Godavari,Andhra Pradesh
534202,West Godavari,Andhra Pradesh
534204,West Godavari,Andhra Pradesh
534206,West Godavari,Andhra Pradesh
534207,West Godavari,Andhra Pradesh
534208,West Godavari,Andhra Pradesh
534209,West Godavari,Andhra Pradesh
534210,West Godavari,Andhra Pradesh
534211,West Godavari,Andhra Pradesh
534215,West Godavari,Andhra Pradesh
534216,West Godavari,Andhra Pradesh
534217,West Godavari,Andhra Pradesh
534218,West Godavari,Andhra Pradesh
534222,West Godavari,Andhra Pradesh
534225,West Godavari,Andhra Pradesh
534227,West Godavari,Andhra Pradesh
534230,West Godavari,Andhra Pradesh
534235,West Godavari,Andhra Pradesh
534236,West Godavari,Andhra Pradesh
534237,West Godavari,Andhra Pradesh
534238,West Godavari,Andhra Pradesh
534239,West Godavari,Andhra Pradesh
534240,West Godavari,Andhra Pradesh
534243,West Godavari,Andhra Pradesh
534244,West Godavari,Andhra Pradesh
534245,West Godavari,Andhra Pradesh
534247,West Godavari,Andhra Pradesh
534250,West Godavari,Andhra Pradesh
534260,West Godavari,Andhra Pradesh
534265,West Godavari,Andhra Pradesh
534266,West Godavari,Andhra Pradesh
534267,West Godavari,Andhra Pradesh
534268,West Godavari,Andhra Pradesh
534269,West Godavari,Andhra Pradesh
534275,West Godavari,Andhra Pradesh
534280,West Godavari,Andhra Pradesh
534281,West Godavari,Andhra Pradesh
534301,West Godavari,Andhra Pradesh
534302,West Godavari,Andhra Pradesh
534305,West Godavari,Andhra Pradesh
534311,Eluru,Andhra Pradesh
534312,Eluru,Andhra Pradesh
534312,West Godavari,Andhra Pradesh
534313,West Godavari,Andhra Pradesh
534315,West Godavari,Andhra Pradesh
534316,West Godavari,Andhra Pradesh
534318,Eluru,Andhra Pradesh
534318,West Godavari,Andhra Pradesh
534320,West Godavari,Andhra Pradesh
534324,West Godavari,Andhra Pradesh
534326,West Godavari,Andhra Pradesh
534327,West Godavari,Andhra Pradesh
534328,West Godavari,Andhra Pradesh
534329,West Godavari,Andhra Pradesh
534330,West Godavari,Andhra Pradesh
534331,West Godavari,Andhra Pradesh
534338,West Godavari,Andhra Pradesh
534340,West Godavari,Andhra Pradesh
534341,Eluru,Andhra Pradesh
534341,West Godavari,Andhra Pradesh
534342,West Godavari,Andhra Pradesh
534350,West Godavari,Andhra Pradesh
534401,Eluru,Andhra Pradesh
534406,Eluru,Andhra Pradesh
534406,West Godavari,Andhra Pradesh
534411,West Godavari,Andhra Pradesh
534416,West Godavari,Andhra Pradesh
534425,Eluru,Andhra Pradesh
534426,Eluru,Andhra Pradesh
534427,Eluru,Andhra Pradesh
534432,Eluru,Andhra Pradesh
534435,Eluru,Andhra Pradesh
534437,Eluru,Andhra Pradesh
534442,Eluru,Andhra Pradesh
534444,Eluru,Andhra Pradesh
534447,Eluru,Andhra Pradesh
534448,Eluru,Andhra Pradesh
534449,Eluru,Andhra Pradesh
534450,Eluru,Andhra Pradesh
534451,Eluru,Andhra Pradesh
534452,Eluru,Andhra Pradesh
534455,Eluru,Andhra Pradesh
534456,Eluru,Andhra Pradesh
534460,Eluru,Andhra Pradesh
534461,Eluru,Andhra Pradesh
534462,Eluru,Andhra Pradesh
534467,Eluru,Andhra Pradesh
534475,Eluru,Andhra Pradesh
535001,Vizianagaram,Andhra Pradesh
535002,Vizianagaram,Andhra Pradesh
535003,Vizianagaram,Andhra Pradesh
535004,Vizianagaram,Andhra Pradesh
535005,Visakhapatanam,Andhra Pradesh
535005,Vizianagaram,Andhra Pradesh
535006,Vizianagaram,Andhra Pradesh
535101,Vizianagaram,Andhra Pradesh
535102,Vizianagaram,Andhra Pradesh
535124,Vizianagaram,Andhra Pradesh
535125,Srikakulam,Andhra Pradesh
535125,Vizianagaram,Andhra Pradesh
535126,Vizianagaram,Andhra Pradesh
535128,Srikakulam,Andhra Pradesh
535128,Vizianagaram,Andhra Pradesh
535145,Visakhapatanam,Andhra Pradesh
535145,Vizianagaram,Andhra Pradesh
535148,Vizianagaram,Andhra Pradesh
535160,Vizianagaram,Andhra Pradesh
535161,Vizianagaram,Andhra Pradesh
535183,Anakapalli,Andhra Pradesh
535183,Visakhapatanam,Andhra Pradesh
535183,Vizianagaram,Andhra Pradesh
535204,Vizianagaram,Andhra Pradesh
535213,Vizianagaram,Andhra Pradesh
535214,Vizianagaram,Andhra Pradesh
535215,Vizianagaram,Andhra Pradesh
535216,Vizianagaram,Andhra Pradesh
535217,Vizianagaram,Andhra Pradesh
535218,Vizianagaram,Andhra Pradesh
535220,Vizianagaram,Andhra Pradesh
535221,Vizianagaram,Andhra Pradesh
535240,Vizianagaram,Andhra Pradesh
535250,Visakhapatanam,Andhra Pradesh
535260,Vizianagaram,Andhra Pradesh
535270,Vizianagaram,Andhra Pradesh
535273,Alluri Sitharama Raju,Andhra Pradesh
535273,Parvathipuram Manyam,Andhra Pradesh
535273,Vizianagaram,Andhra Pradesh
535280,Vizianagaram,Andhra Pradesh
535281,Vizianagaram,Andhra Pradesh
535463,Parvathipuram Manyam,Andhra Pradesh
535501,Parvathipuram Manyam,Andhra Pradesh
535502,Parvathipuram Manyam,Andhra Pradesh
535502,Vizianagaram,Andhra Pradesh
535521,Parvathipuram Manyam,Andhra Pradesh
535521,Vizianagaram,Andhra Pradesh
535522,Parvathipuram Manyam,Andhra Pradesh
535523,Vizianagaram,Andhra Pradesh
535524,Parvathipuram Manyam,Andhra Pradesh
535525,Parvathipuram Manyam,Andhra Pradesh
535526,Parvathipuram Manyam,Andhra Pradesh
535527,Parvathipuram Manyam,Andhra Pradesh
535534,Parvathipuram Manyam,Andhra Pradesh
535546,Parvathipuram Manyam,Andhra Pradesh
535547,Parvathipuram Manyam,Andhra Pradesh
535547,Visakhapatanam,Andhra Pradesh
535557,Parvathipuram Manyam,Andhra Pradesh
535557,Srikakulam,Andhra Pradesh
535558,Vizianagaram,Andhra Pradesh
535559,Parvathipuram Manyam,Andhra Pradesh
535559,Vizianagaram,Andhra Pradesh
535568,Vizianagaram,Andhra Pradesh
535569,Vizianagaram,Andhra Pradesh
535573,Parvathipuram Manyam,Andhra Pradesh
535573,Vizianagaram,Andhra Pradesh
535578,Vizianagaram,Andhra Pradesh
535579,Vizianagaram,Andhra Pradesh
535580,Vizianagaram,Andhra Pradesh
535581,Vizianagaram,Andhra Pradesh
535582,Vizianagaram,Andhra Pradesh
535591,Parvathipuram Manyam,Andhra Pradesh
535591,Vizianagaram,Andhra Pradesh
535592,Parvathipuram Manyam,Andhra Pradesh
535593,Parvathipuram Manyam,Andhra Pradesh
535594,Parvathipuram Manyam,Andhra Pradesh
560001,Bengaluru Urban,Karnataka
560002,Bengaluru Urban,Karnataka
560003,Bengaluru Urban,Karnataka
560004,Bengaluru Urban,Karnataka
560005,Bengaluru Urban,Karnataka
560006,Bengaluru Urban,Karnataka
560007,Bengaluru Urban,Karnataka
560008,Bengaluru Urban,Karnataka
560009,Bengaluru Urban,Karnataka
560010,Bengaluru Urban,Karnataka
560011,Bengaluru Urban,Karnataka
560012,Bengaluru Urban,Karnataka
560013,Bengaluru Urban,Karnataka
560015,Bengaluru Urban,Karnataka
560016,Bengaluru Urban,Karnataka
560017,Bengaluru Urban,Karnataka
560018,Bengaluru Urban,Karnataka
560020,Bengaluru Urban,Karnataka
560021,Bengaluru Urban,Karnataka
560022,Bengaluru Urban,Karnataka
560023,Bengaluru Urban,Karnataka
560024,Bengaluru Urban,Karnataka
560025,Bengaluru Urban,Karnataka
560026,Bengaluru Urban,Karnataka
560027,Bengaluru Urban,Karnataka
560029,Bengaluru Urban,Karnataka
560030,Bengaluru Urban,Karnataka
560032,Bengaluru Urban,Karnataka
560033,Bengaluru Urban,Karnataka
560034,Bengaluru Urban,Karnataka
560035,Bengaluru Urban,Karnataka
560036,Bengaluru Urban,Karnataka
560037,Bengaluru Urban,Karnataka
560038,Bengaluru Urban,Karnataka
560040,Bengaluru Urban,Karnataka
560041,Bengaluru Urban,Karnataka
560042,Bengaluru Urban,Karnataka
560043,Bengaluru Urban,Karnataka
560045,Bengaluru Urban,Karnataka
560047,Bengaluru Urban,Karnataka
560048,Bengaluru Urban,Karnataka
560049,Bengaluru Rural,Karnataka
560049,Bengaluru Urban,Karnataka
560050,Bengaluru Urban,Karnataka
560051,Bengaluru Urban,Karnataka
560053,Bengaluru Urban,Karnataka
560054,Bengaluru Urban,Karnataka
560055,Bengaluru Urban,Karnataka
560056,Bengaluru Urban,Karnataka
560057,Bengaluru Urban,Karnataka
560058,Bengaluru Urban,Karnataka
560059,Bengaluru Urban,Karnataka
560060,Bengaluru Rural,Karnataka
560060,Bengaluru Urban,Karnataka
560061,Bengaluru Urban,Karnataka
560062,Bengaluru Urban,Karnataka
560063,Bengaluru Urban,Karnataka
560064,Bengaluru Urban,Karnataka
560065,Bengaluru Urban,Karnataka
560066,Bengaluru Urban,Karnataka
560067,Bengaluru Rural,Karnataka
560067,Bengaluru Urban,Karnataka
560068,Bengaluru Urban,Karnataka
560070,Bengaluru Urban,Karnataka
560071,Bengaluru Urban,Karnataka
560072,Bengaluru Urban,Karnataka
560073,Bengaluru Urban,Karnataka
560074,Bengaluru Urban,Karnataka
560075,Bengaluru Urban,Karnataka
560076,Bengaluru Urban,Karnataka
560077,Bengaluru Urban,Karnataka
560078,Bengaluru Urban,Karnataka
560079,Bengaluru Urban,Karnataka
560080,Bengaluru Urban,Karnataka
560081,Bengaluru Urban,Karnataka
560082,Bengaluru Urban,Karnataka
560083,Bengaluru Urban,Karnataka
560084,Bengaluru Urban,Karnataka
560085,Bengaluru Urban,Karnataka
560086,Bengaluru Urban,Karnataka
560087,Bengaluru Rural,Karnataka
560087,Bengaluru Urban,Karnataka
560088,Bengaluru Urban,Karnataka
560089,Bengaluru Urban,Karnataka
560090,Bengaluru Urban,Karnataka
560091,Bengaluru Urban,Karnataka
560092,Bengaluru Urban,Karnataka
560093,Bengaluru Urban,Karnataka
560094,Bengaluru Urban,Karnataka
560095,Bengaluru Urban,Karnataka
560096,Bengaluru Urban,Karnataka
560097,Bengaluru Urban,Karnataka
560098,Bengaluru Urban,Karnataka
560099,Bengaluru Urban,Karnataka
560100,Bengaluru Urban,Karnataka
560102,Bengaluru Urban,Karnataka
560103,Bengaluru Urban,Karnataka
560104,Bengaluru Urban,Karnataka
560105,Bengaluru Urban,Karnataka
560107,Bengaluru Urban,Karnataka
560108,Bengaluru Urban,Karnataka
560109,Bengaluru Urban,Karnataka
560110,Bengaluru Urban,Karnataka
560111,Bengaluru Urban,Karnataka
560112,Bengaluru Urban,Karnataka
560113,Bengaluru Urban,Karnataka
560114,Bengaluru Urban,Karnataka
560115,Bengaluru Urban,Karnataka
560116,Bengaluru Urban,Karnataka
560117,Bengaluru Rural,Karnataka
560119,Bengaluru Urban,Karnataka
560300,Bengaluru Urban,Karnataka
560500,Bengaluru Urban,Karnataka
561101,Ramanagara,Karnataka
561201,Ramanagara,Karnataka
561202,Tumakuru,Karnataka
561203,Bengaluru Rural,Karnataka
561204,Bengaluru Rural,Karnataka
561205,Bengaluru Rural,Karnataka
561206,Chikkaballapura,Karnataka
561207,Chikkaballapura,Karnataka
561208,Chikkaballapura,Karnataka
561209,Chikkaballapura,Karnataka
561210,Chikkaballapura,Karnataka
561211,Chikkaballapura,Karnataka
561212,Chikkaballapura,Karnataka
561213,Chikkaballapura,Karnataka
561228,Chikkaballapura,Karnataka
562101,Chikkaballapura,Karnataka
562102,Chikkaballapura,Karnataka
562103,Chikkaballapura,Karnataka
562104,Chikkaballapura,Karnataka
562105,Chikkaballapura,Karnataka
562106,Bengaluru Urban,Karnataka
562107,Bengaluru Urban,Karnataka
562108,Ramanagara,Karnataka
562109,Ramanagara,Karnataka
562110,Bengaluru Rural,Karnataka
562111,Bengaluru Rural,Karnataka
562112,Ramanagara,Karnataka
562114,Bengaluru Rural,Karnataka
562117,Ramanagara,Karnataka
562119,Ramanagara,Karnataka
562120,Bengaluru Urban,Karnataka
562120,Ramanagara,Karnataka
562121,Ramanagara,Karnataka
562122,Bengaluru Rural,Karnataka
562123,Bengaluru Rural,Karnataka
562125,Bengaluru Urban,Karnataka
562126,Ramanagara,Karnataka
562127,Ramanagara,Karnataka
562128,Ramanagara,Karnataka
562129,Bengaluru Rural,Karnataka
562130,Bengaluru Rural,Karnataka
562130,Bengaluru Urban,Karnataka
562131,Ramanagara,Karnataka
562132,Bengaluru Rural,Karnataka
562135,Bengaluru Rural,Karnataka
562138,Ramanagara,Karnataka
562149,Bengaluru Urban,Karnataka
562157,Bengaluru Urban,Karnataka
562159,Ramanagara,Karnataka
562160,Ramanagara,Karnataka
562161,Ramanagara,Karnataka
562162,Bengaluru Urban,Karnataka
562163,Bengaluru Rural,Karnataka
562163,Bengaluru Urban,Karnataka
562164,Bengaluru Rural,Karnataka
562165,Bengaluru Rural,Karnataka
562166,Ramanagara,Karnataka
563101,Kolar,Karnataka
563103,Kolar,Karnataka
563113,Kolar,Karnataka
563114,Kolar,Karnataka
563115,Kolar,Karnataka
563116,Kolar,Karnataka
563117,Kolar,Karnataka
563118,Kolar,Karnataka
563119,Kolar,Karnataka
563120,Kolar,Karnataka
563121,Kolar,Karnataka
563122,Kolar,Karnataka
563123,Chikkaballapura,Karnataka
563124,Chikkaballapura,Karnataka
563125,Chikkaballapura,Karnataka
563125,Kolar,Karnataka
563126,Kolar,Karnataka
563127,Kolar,Karnataka
563128,Chikkaballapura,Karnataka
563129,Kolar,Karnataka
563130,Kolar,Karnataka
563131,Kolar,Karnataka
563132,Kolar,Karnataka
563133,Kolar,Karnataka
563134,Kolar,Karnataka
563135,Kolar,Karnataka
563136,Kolar,Karnataka
563137,Kolar,Karnataka
563138,Kolar,Karnataka
563139,Kolar,Karnataka
563146,Chikkaballapura,Karnataka
563147,Kolar,Karnataka
563157,Kolar,Karnataka
563159,Chikkaballapura,Karnataka
563160,Kolar,Karnataka
563161,Kolar,Karnataka
563162,Kolar,Karnataka
563163,Kolar,Karnataka
570001,Mysuru,Karnataka
570002,Mysuru,Karnataka
570003,Mysuru,Karnataka
570004,Mysuru,Karnataka
570005,Mysuru,Karnataka
570006,Mysuru,Karnataka
570007,Mysuru,Karnataka
570008,Mysuru,Karnataka
570009,Mysuru,Karnataka
570010,Mysuru,Karnataka
570011,Mysuru,Karnataka
570012,Mysuru,Karnataka
570014,Mysuru,Karnataka
570015,Mysuru,Karnataka
570016,Mysuru,Karnataka
570017,Mysuru,Karnataka
570018,Mysuru,Karnataka
570019,Mysuru,Karnataka
570020,Mysuru,Karnataka
570022,Mysuru,Karnataka
570023,Mysuru,Karnataka
570025,Mysuru,Karnataka
570026,Mysuru,Karnataka
570027,Mysuru,Karnataka
570028,Mysuru,Karnataka
570029,Mysuru,Karnataka
570030,Mysuru,Karnataka
570031,Mysuru,Karnataka
570032,Mysuru,Karnataka
570033,Mysuru,Karnataka
570034,Mysuru,Karnataka
571101,Mysuru,Karnataka
571102,Mysuru,Karnataka
571103,Mysuru,Karnataka
571104,Mysuru,Karnataka
571105,Mysuru,Karnataka
571106,Mysuru,Karnataka
571107,Mysuru,Karnataka
571108,Mysuru,Karnataka
571109,Chamarajanagara,Karnataka
571110,Mysuru,Karnataka
571111,Chamarajanagara,Karnataka
571114,Mysuru,Karnataka
571115,Chamarajanagara,Karnataka
571116,Mysuru,Karnataka
571117,Chamarajanagara,Karnataka
571118,Mysuru,Karnataka
571119,Mysuru,Karnataka
571120,Mysuru,Karnataka
571121,Mysuru,Karnataka
571122,Mysuru,Karnataka
571123,Chamarajanagara,Karnataka
571124,Chamarajanagara,Karnataka
571124,Mysuru,Karnataka
571125,Mysuru,Karnataka
571126,Chamarajanagara,Karnataka
571127,Chamarajanagara,Karnataka
571128,Chamarajanagara,Karnataka
571129,Mysuru,Karnataka
571130,Mysuru,Karnataka
571134,Mysuru,Karnataka
571187,Mysuru,Karnataka
571189,Mysuru,Karnataka
571190,Mysuru,Karnataka
571201,Kodagu,Karnataka
571202,Kodagu,Karnataka
571211,Kodagu,Karnataka
571212,Kodagu,Karnataka
571213,Kodagu,Karnataka
571214,Kodagu,Karnataka
571215,Kodagu,Karnataka
571216,Kodagu,Karnataka
571217,Kodagu,Karnataka
571218,Kodagu,Karnataka
571219,Kodagu,Karnataka
571231,Kodagu,Karnataka
571232,Kodagu,Karnataka
571234,Kodagu,Karnataka
571235,Kodagu,Karnataka
571236,Kodagu,Karnataka
571237,Kodagu,Karnataka
571247,Kodagu,Karnataka
571248,Kodagu,Karnataka
571249,Kodagu,Karnataka
571250,Kodagu,Karnataka
571251,Kodagu,Karnataka
571252,Kodagu,Karnataka
571253,Kodagu,Karnataka
571254,Kodagu,Karnataka
571301,Mysuru,Karnataka
571302,Mysuru,Karnataka
571311,Mysuru,Karnataka
571312,Chamarajanagara,Karnataka
571312,Mysuru,Karnataka
571313,Chamarajanagara,Karnataka
571314,Mysuru,Karnataka
571315,Mysuru,Karnataka
571316,Chamarajanagara,Karnataka
571316,Mysuru,Karnataka
571320,Chamarajanagara,Karnataka
571342,Chamarajanagara,Karnataka
571401,Mandya,Karnataka
571402,Mandya,Karnataka
571403,Mandya,Karnataka
571404,Mandya,Karnataka
571405,Mandya,Karnataka
571415,Mandya,Karnataka
571416,Mandya,Karnataka
571417,Mandya,Karnataka
571418,Mandya,Karnataka
571419,Mandya,Karnataka
571421,Mandya,Karnataka
571422,Mandya,Karnataka
571423,Mandya,Karnataka
571424,Mandya,Karnataka
571425,Mandya,Karnataka
571426,Mandya,Karnataka
571427,Mandya,Karnataka
571428,Mandya,Karnataka
571429,Mandya,Karnataka
571430,Chamarajanagara,Karnataka
571430,Mandya,Karnataka
571431,Mandya,Karnataka
571432,Mandya,Karnataka
571433,Mandya,Karnataka
571434,Mandya,Karnataka
571435,Mandya,Karnataka
571436,Mandya,Karnataka
571438,Mandya,Karnataka
571439,Chamarajanagara,Karnataka
571440,Chamarajanagara,Karnataka
571441,Chamarajanagara,Karnataka
571442,Chamarajanagara,Karnataka
571442,Mysuru,Karnataka
571443,Chamarajanagara,Karnataka
571444,Chamarajanagara,Karnataka
571445,Mandya,Karnataka
571446,Mandya,Karnataka
571448,Mandya,Karnataka
571450,Mandya,Karnataka
571455,Mandya,Karnataka
571457,Chamarajanagara,Karnataka
571463,Mandya,Karnataka
571475,Mandya,Karnataka
571476,Mandya,Karnataka
571477,Mandya,Karnataka
571478,Mandya,Karnataka
571490,Chamarajanagara,Karnataka
571601,Mysuru,Karnataka
571602,Mysuru,Karnataka
571603,Mysuru,Karnataka
571604,Mysuru,Karnataka
571605,Mandya,Karnataka
571606,Mandya,Karnataka
571607,Mandya,Karnataka
571610,Mysuru,Karnataka
571617,Mysuru,Karnataka
571802,Mandya,Karnataka
571807,Mandya,Karnataka
571811,Mandya,Karnataka
571812,Mandya,Karnataka
572101,Tumakuru,Karnataka
572102,Tumakuru,Karnataka
572103,Tumakuru,Karnataka
572104,Tumakuru,Karnataka
572105,Tumakuru,Karnataka
572106,Tumakuru,Karnataka
572107,Tumakuru,Karnataka
572111,Tumakuru,Karnataka
572112,Tumakuru,Karnataka
572113,Tumakuru,Karnataka
572114,Tumakuru,Karnataka
572115,Tumakuru,Karnataka
572116,Tumakuru,Karnataka
572117,Tumakuru,Karnataka
572118,Tumakuru,Karnataka
572119,Tumakuru,Karnataka
572120,Tumakuru,Karnataka
572121,Tumakuru,Karnataka
572122,Tumakuru,Karnataka
572123,Tumakuru,Karnataka
572124,Tumakuru,Karnataka
572125,Tumakuru,Karnataka
572126,Tumakuru,Karnataka
572127,Tumakuru,Karnataka
572128,Tumakuru,Karnataka
572129,Tumakuru,Karnataka
572130,Tumakuru,Karnataka
572132,Tumakuru,Karnataka
572133,Tumakuru,Karnataka
572134,Tumakuru,Karnataka
572135,Tumakuru,Karnataka
572136,Tumakuru,Karnataka
572137,Tumakuru,Karnataka
572138,Tumakuru,Karnataka
572139,Tumakuru,Karnataka
572140,Tumakuru,Karnataka
572141,Tumakuru,Karnataka
572142,Tumakuru,Karnataka
572168,Tumakuru,Karnataka
572175,Tumakuru,Karnataka
572201,Tumakuru,Karnataka
572211,Tumakuru,Karnataka
572212,Tumakuru,Karnataka
572213,Tumakuru,Karnataka
572214,Tumakuru,Karnataka
572215,Tumakuru,Karnataka
572216,Tumakuru,Karnataka
572217,Tumakuru,Karnataka
572218,Tumakuru,Karnataka
572219,Tumakuru,Karnataka
572220,Tumakuru,Karnataka
572221,Tumakuru,Karnataka
572222,Tumakuru,Karnataka
572223,Tumakuru,Karnataka
572224,Tumakuru,Karnataka
572225,Tumakuru,Karnataka
572226,Tumakuru,Karnataka
572227,Tumakuru,Karnataka
572228,Tumakuru,Karnataka
573101,Hassan,Karnataka
573102,Hassan,Karnataka
573103,Hassan,Karnataka
573111,Hassan,Karnataka
573112,Hassan,Karnataka
573113,Hassan,Karnataka
573115,Hassan,Karnataka
573116,Hassan,Karnataka
573117,Hassan,Karnataka
573118,Hassan,Karnataka
573119,Hassan,Karnataka
573120,Hassan,Karnataka
573121,Hassan,Karnataka
573122,Hassan,Karnataka
573123,Hassan,Karnataka
573124,Hassan,Karnataka
573125,Hassan,Karnataka
573126,Hassan,Karnataka
573127,Hassan,Karnataka
573128,Hassan,Karnataka
573129,Hassan,Karnataka
573130,Hassan,Karnataka
573131,Hassan,Karnataka
573133,Hassan,Karnataka
573134,Hassan,Karnataka
573135,Hassan,Karnataka
573136,Hassan,Karnataka
573137,Hassan,Karnataka
573141,Hassan,Karnataka
573142,Hassan,Karnataka
573144,Hassan,Karnataka
573162,Hassan,Karnataka
573164,Hassan,Karnataka
573165,Hassan,Karnataka
573201,Hassan,Karnataka
573202,Hassan,Karnataka
573210,Hassan,Karnataka
573211,Hassan,Karnataka
573212,Hassan,Karnataka
573213,Hassan,Karnataka
573214,Hassan,Karnataka
573215,Hassan,Karnataka
573216,Hassan,Karnataka
573217,Hassan,Karnataka
573218,Hassan,Karnataka
573219,Hassan,Karnataka
573220,Hassan,Karnataka
573225,Hassan,Karnataka
573226,Hassan,Karnataka
574101,Udupi,Karnataka
574102,Udupi,Karnataka
574103,Udupi,Karnataka
574104,Udupi,Karnataka
